Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,download_path,Experiment,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,Tumor,CenterName,Submission,Consent,RunHash,ReadHash,sample_name
SRR5343877,2018-12-17 16:04:31,2017-03-15 01:24:00,101859164,13835730129,101859164,135,5374,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/343/SRR5343877.sralite.1,SRX2640553,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP101890,PRJNA379175,3,379175,SRS2048139,SAMN06603253,simple,9606,Homo sapiens,GSM2536613,no,GEO,SRA546003,public,4196407076A0ED98A940A1AC04D99AC0,60E29CF71DA28F468765197544EE06ED,
SRR5343878,2018-12-17 16:04:31,2017-03-15 02:15:32,111669340,15207728615,111669340,136,5873,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/343/SRR5343878.sralite.1,SRX2640554,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP101890,PRJNA379175,3,379175,SRS2048140,SAMN06603252,simple,9606,Homo sapiens,GSM2536614,no,GEO,SRA546003,public,74FFF7D0018A1E21E24A5F4DD89732FF,AB9884A2B5CB2841730D7A1A3F4050BE,
SRR5343879,2018-12-17 16:04:31,2017-03-15 01:43:48,99091954,13556033051,99091954,136,5301,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/343/SRR5343879.sralite.1,SRX2640555,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP101890,PRJNA379175,3,379175,SRS2048142,SAMN06603251,simple,9606,Homo sapiens,GSM2536615,no,GEO,SRA546003,public,E6FD3DD684136DAF9B37D2A0E9B586D7,C5C6E1EF66CB6030D65A1DB7E8B0CC4C,
SRR5343880,2018-12-17 16:04:31,2017-03-15 01:40:48,89424059,12213506224,89424059,136,4846,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/343/SRR5343880.sralite.1,SRX2640556,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP101890,PRJNA379175,3,379175,SRS2048145,SAMN06603250,simple,9606,Homo sapiens,GSM2536616,no,GEO,SRA546003,public,724635D6709DE0BBB45BFD0BC0A6D039,4F2E769B6DF06515A19B56470A3F58DA,
SRR5343881,2018-12-17 16:04:31,2017-03-15 03:56:21,108047951,14675465985,108047951,135,5760,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/343/SRR5343881.sralite.1,SRX2640557,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP101890,PRJNA379175,3,379175,SRS2048146,SAMN06603249,simple,9606,Homo sapiens,GSM2536617,no,GEO,SRA546003,public,AD09E039102EFE65A45D98FDC4096EFE,88619A46C4C926A7746FF187807EB95D,
SRR5343882,2018-12-17 16:04:31,2017-03-15 01:46:44,105314160,14445843387,105314160,137,5622,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/343/SRR5343882.sralite.1,SRX2640558,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP101890,PRJNA379175,3,379175,SRS2048141,SAMN06603248,simple,9606,Homo sapiens,GSM2536618,no,GEO,SRA546003,public,EB1B5BD3B94EC4A9E82D3B13016E51B8,6C13BF086D32874F4FEF5EE47D6C7084,
SRR5343883,2018-12-17 16:04:31,2017-03-15 02:10:37,118514292,16210385096,118514292,136,6373,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/343/SRR5343883.sralite.1,SRX2640559,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP101890,PRJNA379175,3,379175,SRS2048144,SAMN06603217,simple,9606,Homo sapiens,GSM2536619,no,GEO,SRA546003,public,BB1BA48EE5702349305B4AA900411034,0F1B43DE76B99D8DE312FB7F7BE96572,
SRR5343884,2018-12-17 16:04:31,2017-03-15 01:49:23,87596494,12028659395,87596494,137,4690,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/343/SRR5343884.sralite.1,SRX2640560,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP101890,PRJNA379175,3,379175,SRS2048143,SAMN06603216,simple,9606,Homo sapiens,GSM2536620,no,GEO,SRA546003,public,08BA9AAAA9356CD36B1D8916497AF0C9,FA5B39E5CD0917CD30DCB70A68472F0D,
SRR5343885,2018-12-17 16:04:31,2017-03-15 01:46:54,94914833,12952004030,94914833,136,4985,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/343/SRR5343885.sralite.1,SRX2640561,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP101890,PRJNA379175,3,379175,SRS2048147,SAMN06603215,simple,9606,Homo sapiens,GSM2536621,no,GEO,SRA546003,public,FC345782F16EF1D16538F95F3B729849,E73BE80E288C4302E90B4A601EFB0D47,
SRR5343886,2018-12-17 16:04:31,2017-03-15 01:46:34,101405181,13964860386,101405181,137,5291,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/343/SRR5343886.sralite.1,SRX2640562,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP101890,PRJNA379175,3,379175,SRS2048148,SAMN06603214,simple,9606,Homo sapiens,GSM2536622,no,GEO,SRA546003,public,C35A187ACB1DF5F856DEA791D7FBF4ED,282C4881A89FC05CD8398B1A6C5E6570,
