Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,download_path,Experiment,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,Tumor,CenterName,Submission,Consent,RunHash,ReadHash,sample_name
SRR12386341,2021-04-19 17:29:43,2020-08-05 07:05:34,136618442,18033634344,0,132,7760,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR012/12386/SRR12386341/SRR12386341.lite.1,SRX8884952,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP275814,PRJNA655218,3,655218,SRS7144597,SAMN15729615,simple,9606,Homo sapiens,GSM4710450,no,GEO,SRA1107964,public,E3FAE867D1013ED32719371586ED6BBC,D8E01D2E1271EBACFCDEED0CC7647F3E,
SRR12386342,2021-04-19 17:29:43,2020-08-04 16:27:46,22705578,2838197250,0,125,905,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR012/12386/SRR12386342/SRR12386342.lite.1,SRX8884953,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP275814,PRJNA655218,3,655218,SRS7144598,SAMN15729614,simple,9606,Homo sapiens,GSM4710451,no,GEO,SRA1107964,public,3DC3AE686A262391DA69AC69DC55C9B4,CCE36FC2016C3DBB405DBB5CBE217496,
SRR12386343,2021-04-19 17:29:43,2020-08-07 13:50:44,628077085,78509635625,0,125,22966,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR012/12386/SRR12386343/SRR12386343.lite.1,SRX8884954,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP275814,PRJNA655218,3,655218,SRS7144599,SAMN15729613,simple,9606,Homo sapiens,GSM4710452,no,GEO,SRA1107964,public,427F8227560D62CA159D5D230E0C04FA,0D9E9B1B4D527120A06195CD2D106E26,
SRR12386344,2021-04-19 17:29:43,2020-08-06 18:30:48,448121266,56015158250,0,125,17085,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR012/12386/SRR12386344/SRR12386344.lite.1,SRX8884955,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP275814,PRJNA655218,3,655218,SRS7144600,SAMN15729612,simple,9606,Homo sapiens,GSM4710453,no,GEO,SRA1107964,public,C19ACFCDF9960F563513395B38726DED,47F68842231EF78FF8C287F7F594E098,
SRR12386345,2021-04-19 17:29:43,2020-08-06 04:43:39,472381678,59047709750,0,125,18036,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR012/12386/SRR12386345/SRR12386345.lite.1,SRX8884956,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP275814,PRJNA655218,3,655218,SRS7144601,SAMN15729611,simple,9606,Homo sapiens,GSM4710454,no,GEO,SRA1107964,public,C7E69F410FDD4B1E90B7260E7E8F612F,81B0D0AE620FFEA41A73E940CB8C7FE4,
SRR12386346,2021-04-19 17:29:43,2020-08-05 22:54:29,412603081,51575385125,0,125,15412,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR012/12386/SRR12386346/SRR12386346.lite.1,SRX8884957,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP275814,PRJNA655218,3,655218,SRS7144602,SAMN15729610,simple,9606,Homo sapiens,GSM4710455,no,GEO,SRA1107964,public,04F5BCA415B1C1B4B1A6F0F03E37533D,EE663BE61E3F5225C626D59EEB820E1C,
SRR12386347,2021-04-19 17:29:43,2020-08-05 21:14:12,322348750,40293593750,0,125,12506,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR012/12386/SRR12386347/SRR12386347.lite.1,SRX8884958,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP275814,PRJNA655218,3,655218,SRS7144603,SAMN15729609,simple,9606,Homo sapiens,GSM4710456,no,GEO,SRA1107964,public,0341BD49E57929B5A12238AAAB8FFE87,D8D91188DAD8F50A69D2D3614D17C9AC,
SRR12386348,2021-04-19 17:29:44,2020-08-07 09:55:17,555346459,69418307375,0,125,21328,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR012/12386/SRR12386348/SRR12386348.lite.1,SRX8884959,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP275814,PRJNA655218,3,655218,SRS7144604,SAMN15729608,simple,9606,Homo sapiens,GSM4710457,no,GEO,SRA1107964,public,4B36D174218C91AC6BC6A440322499AA,0203E6B675B1D5B009B7E306B0680C10,
SRR12386349,2021-04-19 17:29:44,2020-08-06 03:28:11,462877063,57859632875,0,125,17471,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR012/12386/SRR12386349/SRR12386349.lite.1,SRX8884960,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP275814,PRJNA655218,3,655218,SRS7144605,SAMN15729607,simple,9606,Homo sapiens,GSM4710458,no,GEO,SRA1107964,public,52DBA1E3C2D17A664B45102F8E832CCC,93C4C501802D16338162787C0245C21F,
SRR12386350,2021-04-19 17:29:44,2020-08-07 06:56:10,568817026,71102128250,0,125,22214,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR012/12386/SRR12386350/SRR12386350.lite.1,SRX8884961,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP275814,PRJNA655218,3,655218,SRS7144606,SAMN15729606,simple,9606,Homo sapiens,GSM4710459,no,GEO,SRA1107964,public,7367813171809D8289293D2F82977B1D,AA4485CB099B3793A389BA1CA95EFC37,
