Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,download_path,Experiment,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,Tumor,CenterName,Submission,Consent,RunHash,ReadHash,sample_name
SRR13873086,2022-11-07 15:42:09,2021-03-07 20:46:47,212665800,24456567000,212665800,115,8352,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR013/13873/SRR13873086/SRR13873086.lite.1,SRX10253494,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP309633,PRJNA707311,3,707311,SRS8394060,SAMN18200449,simple,9606,Homo sapiens,GSM5138509,no,GEO,SRA1203709,public,47B083777FA840AFD1635289390E0344,F000AF506F5D8C031AA7AF584D78E3DB,
SRR13873087,2022-11-07 15:42:09,2021-03-08 20:12:53,212767432,24468254680,212767432,115,8030,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR013/13873/SRR13873087/SRR13873087.lite.1,SRX10253495,ATAC-seq,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP309633,PRJNA707311,3,707311,SRS8394061,SAMN18200448,simple,9606,Homo sapiens,GSM5138510,no,GEO,SRA1203709,public,33EE7A11D2508DC4633E2EC874CB0561,948317C498F12A41435A5F2B82CE43CE,
SRR13873088,2022-11-07 15:42:09,2021-03-07 21:26:29,245559908,28239389420,245559908,115,9613,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR013/13873/SRR13873088/SRR13873088.lite.1,SRX10253496,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP309633,PRJNA707311,3,707311,SRS8394062,SAMN18200447,simple,9606,Homo sapiens,GSM5138511,no,GEO,SRA1203709,public,CE45DA4976E6E8E41E62638BB910AC3D,FC24F0EF46D0F3E39396D45F9525278A,
SRR13873089,2022-11-07 15:42:09,2021-03-09 00:10:43,334207085,38433814775,334207085,115,12650,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR013/13873/SRR13873089/SRR13873089.lite.1,SRX10253497,ATAC-seq,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP309633,PRJNA707311,3,707311,SRS8394063,SAMN18200446,simple,9606,Homo sapiens,GSM5138512,no,GEO,SRA1203709,public,428D4A00C317B1D73D0B1DFF692D1DA1,FD0C0D3F0172B189B153685077E30F77,
SRR13873090,2022-11-07 15:42:09,2021-03-07 20:16:03,136202224,15663255760,136202224,115,4837,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR013/13873/SRR13873090/SRR13873090.lite.1,SRX10253498,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP309633,PRJNA707311,3,707311,SRS8394064,SAMN18200445,simple,9606,Homo sapiens,GSM5138513,no,GEO,SRA1203709,public,A598BE75B110BDA488B90282E8C11871,1B352243D62E1D99C4A0DC9AF47E2214,
SRR13873091,2022-11-07 15:42:09,2021-03-07 21:01:57,250759670,31943398809,250759670,127,11070,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR013/13873/SRR13873091/SRR13873091.lite.1,SRX10253499,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP309633,PRJNA707311,3,707311,SRS8394065,SAMN18200444,simple,9606,Homo sapiens,GSM5138514,no,GEO,SRA1203709,public,0FF9D6EA83181CA15A7F83F7486D2461,89FB840C17BC920A5DC92D66B136C18E,
SRR13873092,2022-11-07 15:42:09,2021-03-08 17:56:58,190786421,21940438415,190786421,115,7147,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR013/13873/SRR13873092/SRR13873092.lite.1,SRX10253500,ATAC-seq,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP309633,PRJNA707311,3,707311,SRS8394066,SAMN18200443,simple,9606,Homo sapiens,GSM5138515,no,GEO,SRA1203709,public,FA18FF5F3306271923F8A11194721B93,94937918B5DF061ECA4C37214A940BEA,
SRR13873093,2022-11-07 15:42:09,2021-03-07 20:34:45,134799804,19301089496,134799804,143,8366,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR013/13873/SRR13873093/SRR13873093.lite.1,SRX10253501,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP309633,PRJNA707311,3,707311,SRS8394067,SAMN18200442,simple,9606,Homo sapiens,GSM5138516,no,GEO,SRA1203709,public,A7E1F831269E6116AF6B3516B50B1C04,EE01DC3AA5C324F1024BCB4FBAB86FE4,
SRR13873094,2022-11-07 15:42:09,2021-03-07 20:36:50,199642514,22958889110,199642514,115,7557,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR013/13873/SRR13873094/SRR13873094.lite.1,SRX10253502,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP309633,PRJNA707311,3,707311,SRS8394068,SAMN18200441,simple,9606,Homo sapiens,GSM5138517,no,GEO,SRA1203709,public,B4FC283021F60C6C0FF7C1947A6B1123,6F13BFE11E73A7A9B20EA8A0B4D2B0E4,
SRR13873095,2022-11-07 15:42:09,2021-03-08 20:48:44,216394060,24885316900,216394060,115,8506,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR013/13873/SRR13873095/SRR13873095.lite.1,SRX10253503,ATAC-seq,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP309633,PRJNA707311,3,707311,SRS8394069,SAMN18200440,simple,9606,Homo sapiens,GSM5138518,no,GEO,SRA1203709,public,194B1A010BB03932BA9059926BB34C0F,9D629D84B442E3C8D0A98B265C3BB33C,
SRR13873096,2022-11-07 15:42:09,2021-03-07 20:47:36,233646528,26869350720,233646528,115,9352,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR013/13873/SRR13873096/SRR13873096.lite.1,SRX10253504,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP309633,PRJNA707311,3,707311,SRS8394070,SAMN18200439,simple,9606,Homo sapiens,GSM5138519,no,GEO,SRA1203709,public,C6F6FED9F2CB2E7A10B2E05BC4260404,4794522639DAC10E995123D8FEBE398A,
SRR13873097,2022-11-07 15:42:09,2021-03-07 20:27:00,225322695,25912109925,225322695,115,8799,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR013/13873/SRR13873097/SRR13873097.lite.1,SRX10253505,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP309633,PRJNA707311,3,707311,SRS8394071,SAMN18200438,simple,9606,Homo sapiens,GSM5138520,no,GEO,SRA1203709,public,0B5DE5085116EFD7B118E13AB60EA6A0,5236AD4E7A35CC6FFC03F3D1C58F8326,
SRR13873098,2022-11-07 15:42:09,2021-03-08 21:43:03,323760785,37232490275,323760785,115,12251,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR013/13873/SRR13873098/SRR13873098.lite.1,SRX10253506,ATAC-seq,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP309633,PRJNA707311,3,707311,SRS8394072,SAMN18200437,simple,9606,Homo sapiens,GSM5138521,no,GEO,SRA1203709,public,3E55BF54030DC39F6786A12A9C5F68C6,28B4C2C23C1CBEF6A4AE8677D8A1A1B0,
SRR13873099,2022-11-07 15:42:09,2021-03-07 20:50:36,175846687,20222369005,175846687,115,6270,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR013/13873/SRR13873099/SRR13873099.lite.1,SRX10253507,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP309633,PRJNA707311,3,707311,SRS8394073,SAMN18200436,simple,9606,Homo sapiens,GSM5138522,no,GEO,SRA1203709,public,92E9594DD7663134AF78EE9FF801A8EF,B7E0F7B8C6443CE7822E38FBD981F9BB,
SRR13873100,2022-11-07 15:42:09,2021-03-08 21:41:14,278124760,31984347400,278124760,115,10354,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR013/13873/SRR13873100/SRR13873100.lite.1,SRX10253508,ATAC-seq,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP309633,PRJNA707311,3,707311,SRS8394074,SAMN18200435,simple,9606,Homo sapiens,GSM5138523,no,GEO,SRA1203709,public,0209D40F4C6ACC506835071E718F148D,BBDC834D30F3FF9ABFE9509CB194B642,
SRR13873101,2022-11-07 15:42:09,2021-03-07 22:02:52,252556363,30811876286,252556363,122,10619,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR013/13873/SRR13873101/SRR13873101.lite.1,SRX10253509,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP309633,PRJNA707311,3,707311,SRS8394075,SAMN18200466,simple,9606,Homo sapiens,GSM5138524,no,GEO,SRA1203709,public,A85047942A37B45E66BDBEDB8DCAFF03,AD92DD4533FF5BF149F903268B55AB7B,
SRR13873102,2022-11-07 15:42:09,2021-03-07 20:33:01,216877848,24940952520,216877848,115,8420,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR013/13873/SRR13873102/SRR13873102.lite.1,SRX10253510,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP309633,PRJNA707311,3,707311,SRS8394076,SAMN18200465,simple,9606,Homo sapiens,GSM5138525,no,GEO,SRA1203709,public,F87DDB862ED06E9342E502782D236437,138D36A68E2F74F0DAA402A5B24D78F8,
SRR13873103,2022-11-07 15:42:09,2021-03-09 04:56:34,285292466,32808633590,285292466,115,10767,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR013/13873/SRR13873103/SRR13873103.lite.1,SRX10253511,ATAC-seq,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP309633,PRJNA707311,3,707311,SRS8394077,SAMN18200464,simple,9606,Homo sapiens,GSM5138526,no,GEO,SRA1203709,public,4FD6ADF56D7FE150A751098A9EB793BB,D52570247386DEBE903B945FCFEE3754,
SRR13873104,2022-11-07 15:42:09,2021-03-07 19:53:57,105619303,16687849874,105619303,158,6806,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR013/13873/SRR13873104/SRR13873104.lite.1,SRX10253512,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP309633,PRJNA707311,3,707311,SRS8394078,SAMN18200463,simple,9606,Homo sapiens,GSM5138527,no,GEO,SRA1203709,public,3FF875FE8BC7D3C2FC0E904DF450CA96,96585C0DC0C7EB40BF7F9218C2A7883B,
SRR13873105,2022-11-07 15:42:09,2021-03-07 20:24:54,136169136,19187186614,136169136,140,8388,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR013/13873/SRR13873105/SRR13873105.lite.1,SRX10253513,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 550,SRP309633,PRJNA707311,3,707311,SRS8394079,SAMN18200462,simple,9606,Homo sapiens,GSM5138528,no,GEO,SRA1203709,public,D8766FA74AFCB976964000257C78E875,B5490C36B9C2DF31BE1C71D3FFB02162,
SRR13873106,2022-11-07 15:42:09,2021-03-08 16:29:35,266025426,30592923990,266025426,115,9765,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR013/13873/SRR13873106/SRR13873106.lite.1,SRX10253514,ATAC-seq,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP309633,PRJNA707311,3,707311,SRS8394080,SAMN18200461,simple,9606,Homo sapiens,GSM5138529,no,GEO,SRA1203709,public,098CE6EAA0C3EDDA7186654DA557DF02,164A143C505D8E52A38CBF5DD8E22864,
SRR13873107,2022-11-07 15:42:09,2021-03-08 20:52:19,343204517,41870951074,343204517,122,14700,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR013/13873/SRR13873107/SRR13873107.lite.1,SRX10253515,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP309633,PRJNA707311,3,707311,SRS8394081,SAMN18200460,simple,9606,Homo sapiens,GSM5138530,no,GEO,SRA1203709,public,362F2AB2ED7A9F1AAA55F393F420C4B6,75A37A693A5B7A823E8EDD147EE50379,
