Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,download_path,Experiment,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,Tumor,CenterName,Submission,Consent,RunHash,ReadHash,sample_name
SRR21064162,2023-03-05 18:49:13,2022-08-15 14:49:05,26472508,7994697416,26472508,302,4227,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR021/21064/SRR21064162/SRR21064162.lite.1,SRX17079318,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP255916,PRJNA624192,3,624192,SRS14660501,SAMN30319229,simple,9606,Homo sapiens,GSM6459654,no,GEO,SRA1064290,public,5D5322AB55ABB6D8F913D880C62D2181,F10CBEB37DB03567D4229B1BFF5243FA,
SRR21064163,2023-03-05 18:49:13,2022-08-15 14:45:12,30350445,4613267640,30350445,152,1671,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR021/21064/SRR21064163/SRR21064163.lite.1,SRX17079319,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP255916,PRJNA624192,3,624192,SRS14660502,SAMN30319231,simple,9606,Homo sapiens,GSM6459655,no,GEO,SRA1064290,public,C8A9D08297940D108FF5F9DFF321EA22,861848E7E3AC08CA9638C0ADDB569938,
SRR21064164,2023-03-05 18:49:13,2022-08-15 14:41:46,27474110,4176064720,27474110,152,1609,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/SRR021/21064/SRR21064164/SRR21064164.lite.1,SRX17079320,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP255916,PRJNA624192,3,624192,SRS14660503,SAMN30319233,simple,9606,Homo sapiens,GSM6459656,no,GEO,SRA1064290,public,E10425F8BAD2C13340BF2C9FAA3D1A68,522484429CE87231A736F1C02C507DA2,
SRR21064165,2023-03-05 18:49:13,2022-08-15 14:40:49,25093364,3814191328,25093364,152,1409,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/SRR021/21064/SRR21064165/SRR21064165.lite.1,SRX17079321,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP255916,PRJNA624192,3,624192,SRS14660504,SAMN30319235,simple,9606,Homo sapiens,GSM6459657,no,GEO,SRA1064290,public,D7AA971705452733F20A3116FA926C8F,87EE648FCB4DF705E4AB5323D006873B,
SRR21064166,2023-03-05 18:49:13,2022-08-15 14:47:34,46885231,9377046200,46885231,200,5819,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/SRR021/21064/SRR21064166/SRR21064166.lite.1,SRX17079322,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP255916,PRJNA624192,3,624192,SRS14660505,SAMN30319236,simple,9606,Homo sapiens,GSM6459658,no,GEO,SRA1064290,public,2EBD33BFF9044C2779EE7F4E0B492D6B,CC112B68058BD444C5F7064716D1753D,
SRR21064167,2023-03-05 18:49:13,2022-08-15 14:45:27,27143137,4125756824,27143137,152,1512,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR021/21064/SRR21064167/SRR21064167.lite.1,SRX17079323,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP255916,PRJNA624192,3,624192,SRS14660506,SAMN30319238,simple,9606,Homo sapiens,GSM6459659,no,GEO,SRA1064290,public,89C7EABDE49D1B745D5DEBDD48EACD2F,7FEF0315AC6DEDBACC7BA73A0A1B729B,
SRR21064168,2023-03-05 18:49:13,2022-08-15 14:56:21,49862102,9972420400,49862102,200,6485,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR021/21064/SRR21064168/SRR21064168.lite.1,SRX17079324,ChIP-Seq,ChIP,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP255916,PRJNA624192,3,624192,SRS14660507,SAMN30319240,simple,9606,Homo sapiens,GSM6459660,no,GEO,SRA1064290,public,BCC693EC2D6145F455C772B815E4AD81,D2DF5905314F8A0A8BB7DCFFE6AB5774,
SRR21064169,2023-03-05 18:49:13,2022-08-15 14:50:21,39280355,7856071000,39280355,200,5153,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR021/21064/SRR21064169/SRR21064169.lite.1,SRX17079325,ChIP-Seq,ChIP,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP255916,PRJNA624192,3,624192,SRS14660508,SAMN30319241,simple,9606,Homo sapiens,GSM6459661,no,GEO,SRA1064290,public,72D96D120530EFE90BF246928AB40C68,8E1F315F5EDCA0CD994B3E50A72A1E52,
SRR21064170,2023-03-05 18:49:13,2022-08-15 14:44:18,33172097,6634419400,33172097,200,4304,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR021/21064/SRR21064170/SRR21064170.lite.1,SRX17079326,ChIP-Seq,ChIP,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP255916,PRJNA624192,3,624192,SRS14660509,SAMN30319243,simple,9606,Homo sapiens,GSM6459662,no,GEO,SRA1064290,public,1B8665EDEBEF48E6C20588AEE15B1596,83C68B265E951D23C0EB395450E76254,
SRR21064171,2023-03-05 18:49:13,2022-08-15 14:43:56,29246099,5849219800,29246099,200,3836,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/SRR021/21064/SRR21064171/SRR21064171.lite.1,SRX17079327,ChIP-Seq,ChIP,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP255916,PRJNA624192,3,624192,SRS14660510,SAMN30319245,simple,9606,Homo sapiens,GSM6459663,no,GEO,SRA1064290,public,96F373371643DBAAA8BD050711D9A358,6B56AFB168F8FF2513C6F28C759FA05C,
