Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,download_path,Experiment,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,Tumor,CenterName,Submission,Consent,RunHash,ReadHash,sample_name
SRR11858618,2021-02-21 17:13:12,2020-05-28 15:47:44,175227021,21552923583,175227021,123,6550,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR011/11858/SRR11858618/SRR11858618.lite.1,SRX8408719,ATAC-seq,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP264987,PRJNA635415,3,635415,SRS6721055,SAMN15040590,simple,9606,Homo sapiens,GSM4572187,no,GEO,SRA1080443,public,5A21571F308CB5D4D50CFEF4BE23693B,7C5D60E0E7188612544334D2575E5C5E,
SRR11858619,2021-02-21 17:13:12,2020-05-28 16:59:24,168460534,20720645682,168460534,123,6395,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR011/11858/SRR11858619/SRR11858619.lite.1,SRX8408719,ATAC-seq,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP264987,PRJNA635415,3,635415,SRS6721055,SAMN15040590,simple,9606,Homo sapiens,GSM4572187,no,GEO,SRA1080443,public,DAF05D221377AE97B5CFAA060CB0460B,ACDDD18A80405EF8309E15C694D2768F,
SRR11858620,2021-02-21 17:13:13,2020-05-28 06:50:45,136958158,16845853434,136958158,123,5166,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR011/11858/SRR11858620/SRR11858620.lite.1,SRX8408720,ATAC-seq,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP264987,PRJNA635415,3,635415,SRS6721056,SAMN15040603,simple,9606,Homo sapiens,GSM4572188,no,GEO,SRA1080443,public,C764184D803B0E75B3721937FD860734,29F39EE1B1CBE02F546EDF960FD434E6,
SRR11858621,2021-02-21 17:13:13,2020-05-28 11:55:22,132196239,16260137397,132196239,123,5063,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR011/11858/SRR11858621/SRR11858621.lite.1,SRX8408720,ATAC-seq,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP264987,PRJNA635415,3,635415,SRS6721056,SAMN15040603,simple,9606,Homo sapiens,GSM4572188,no,GEO,SRA1080443,public,2AC98AFD9A7CA0B1C2F13BD11BEDFAA7,D02D3E8F5EA5B5DA5835FD7CE24FF85D,
SRR11858622,2021-02-21 17:13:13,2020-05-28 11:46:16,201157021,24742313583,201157021,123,7555,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR011/11858/SRR11858622/SRR11858622.lite.1,SRX8408721,ATAC-seq,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP264987,PRJNA635415,3,635415,SRS6721057,SAMN15040602,simple,9606,Homo sapiens,GSM4572189,no,GEO,SRA1080443,public,41E6C06A5D91A6428DF2FE5438ED7676,B6EAAD508DAF9D7BFBE3FD764D217A3F,
SRR11858623,2021-02-21 17:13:13,2020-05-28 18:59:53,195368201,24030288723,195368201,123,7454,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR011/11858/SRR11858623/SRR11858623.lite.1,SRX8408721,ATAC-seq,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP264987,PRJNA635415,3,635415,SRS6721057,SAMN15040602,simple,9606,Homo sapiens,GSM4572189,no,GEO,SRA1080443,public,93F68ED5F691F00BC36E77CA6EBE430B,1A991B504B5C7CD0205BAFEA14B5421A,
SRR11858624,2021-02-21 17:13:13,2020-06-09 16:33:25,314024252,99859712136,314024252,318,35467,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR011/11858/SRR11858624/SRR11858624.lite.1,SRX8408722,ATAC-seq,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP264987,PRJNA635415,3,635415,SRS6721058,SAMN15040600,simple,9606,Homo sapiens,GSM4572190,no,GEO,SRA1080443,public,A7DB97DD94060825C393AA1E67580C90,2271DE3DF5611C2F1F0B59C4BDE1F4AC,
SRR11858625,2021-02-21 17:13:13,2020-06-13 10:17:08,267097032,84936856176,267097032,318,30216,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR011/11858/SRR11858625/SRR11858625.lite.1,SRX8408723,ATAC-seq,other,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP264987,PRJNA635415,3,635415,SRS6721059,SAMN15040599,simple,9606,Homo sapiens,GSM4572191,no,GEO,SRA1080443,public,120F11B24E8466EFB5306C71E4AFA4C5,C759572B93A75C27A1F170A1B77AA1A5,
SRR11858626,2021-02-21 17:13:13,2020-05-30 06:50:30,499801345,58476757365,499801345,117,17196,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR011/11858/SRR11858626/SRR11858626.lite.1,SRX8408724,RNA-Seq,cDNA,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP264987,PRJNA635415,3,635415,SRS6721060,SAMN15040597,simple,9606,Homo sapiens,GSM4572192,no,GEO,SRA1080443,public,FF2AF6DB181116BAA0278C7ED6132FD4,052C5BB521906494D3BBB441A91A4C08,
SRR11858627,2021-02-21 17:13:13,2020-05-29 20:27:05,158972587,18599792679,158972587,117,5567,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR011/11858/SRR11858627/SRR11858627.lite.1,SRX8408725,RNA-Seq,cDNA,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP264987,PRJNA635415,3,635415,SRS6721061,SAMN15040596,simple,9606,Homo sapiens,GSM4572193,no,GEO,SRA1080443,public,A71EF82C86D5D16515A1C168DFEB0C2E,6EC9E377AC03794A24B7B0AF1EE91E2E,
